Year_record,Interaction,Date,Troop,Observer,Time,GIVER,RECIPIENT,DOB_Recipient,DOB_Giver,Age_Giver,Age_Recipient,Month_record
2016,Grooming,22/07/2016,J,Molly,1899-12-31 12:53:08,Pietik,Karial,02/09/2013,09/12/2014,19,34,7
2017,Grooming,09/07/2017,J,AJ,1899-12-31 09:19:15,Lukaus,Karial,02/09/2013,NA,NA,46,7
2017,Grooming,08/08/2017,J,Alice,1899-12-31 09:43:02,Lukaus,Karial,02/09/2013,NA,NA,47,8
2019,Grooming,28/04/2019,J,Jules,1899-12-31 13:13:15,Clrale,Karial,02/09/2013,10/04/2015,48,67,4
2017,Grooming,17/06/2017,J,NA,1899-12-31 09:33:26,Clrale,Karial,02/09/2013,10/04/2015,26,45,6
2017,Grooming,11/07/2017,J,Alice,1899-12-31 14:56:21,Pietik,Karial,02/09/2013,09/12/2014,31,46,7
2016,Grooming,23/08/2016,J,Zoe,1899-12-31 16:26:49,Okgoka,Karial,02/09/2013,05/09/2005,131,35,8
2017,Grooming,01/08/2017,J,AJ,1899-12-31 09:57:58,Sesseu,Karial,02/09/2013,15/09/2015,22,46,8
2017,Grooming,05/08/2017,J,Katie,1899-12-31 09:31:45,Kisain,Karial,02/09/2013,NA,NA,47,8
2018,Grooming,30/11/2018,J,Charlotte,1899-12-31 16:59:39,Clrale,Karial,02/09/2013,10/04/2015,43,62,11
2018,Grooming,10/12/2018,J,Jules,1899-12-31 19:28:54,Frwnre,Karial,02/09/2013,23/06/2006,149,63,12
2019,Grooming,29/04/2019,J,Richard,1899-12-31 09:07:51,JKJKK,Karial,02/09/2013,15/10/2008,126,67,4
2017,Grooming,01/08/2017,J,AJ,1899-12-31 09:12:02,Okgaka,Karial,02/09/2013,09/02/2015,29,46,8
2018,Grooming,20/09/2018,J,Jules,1899-12-31 11:09:30,JKJKK,Karial,02/09/2013,15/10/2008,119,60,9
2019,Grooming,16/05/2019,J,Jules,1899-12-31 16:38:43,Clrale,Karial,02/09/2013,10/04/2015,49,68,5
2016,Grooming,08/08/2016,J,AJ,1899-12-31 13:32:39,JKJKK,Karial,02/09/2013,15/10/2008,93,35,8
2019,Grooming,07/05/2019,J,Anna,1899-12-31 15:08:05,JKJKK,Karial,02/09/2013,15/10/2008,126,68,5
2019,Grooming,21/06/2019,J,Jules,1899-12-31 15:50:32,Ishash,Karial,02/09/2013,16/07/2017,23,69,6
2019,Grooming,23/06/2019,J,Richard,1899-12-31 12:34:13,Scpfch,Karial,02/09/2013,25/10/2011,91,69,6
2019,Grooming,24/04/2019,J,Harrison,1899-12-31 17:33:18,Joceoy,Karial,02/09/2013,25/01/2011,98,67,4
2016,Grooming,12/07/2016,J,Dylan,1899-12-31 17:28:48,Auenus,Karial,02/09/2013,06/12/2010,67,34,7
2014,Grooming,12/05/2014,J,Agata,1899-12-31 08:03:46,Lileib,Karial,02/09/2013,NA,NA,8,5
2019,Grooming,20/04/2019,J,Richard,1899-12-31 17:25:30,Priare,Karial,02/09/2013,NA,NA,67,4
2017,Grooming,16/07/2017,J,Katie,1899-12-31 12:59:26,Okgaka,Karial,02/09/2013,09/02/2015,29,46,7
2016,Grooming,01/08/2016,J,AJ,1899-12-31 06:59:34,Toenol,Karial,02/09/2013,05/08/2011,59,34,8
2016,Grooming,18/07/2016,J,Dylan,1899-12-31 06:57:19,Clrale,Karial,02/09/2013,10/04/2015,15,34,7
2018,Grooming,24/10/2018,J,Vittoria,1899-12-31 17:38:08,Clrale,Karial,02/09/2013,10/04/2015,42,61,10
2017,Grooming,21/08/2017,J,Katie,1899-12-31 11:13:00,Xenaen,Karial,02/09/2013,17/10/2014,34,47,8
2017,Grooming,12/08/2017,J,Axelle,1899-12-31 10:07:33,Clrale,Karial,02/09/2013,10/04/2015,28,47,8
2019,Grooming,25/07/2019,J,Ndapandula,1899-12-31 17:59:58,JKJKK,Karial,02/09/2013,15/10/2008,129,70,7
2016,Grooming,07/07/2016,J,AJ,1899-12-31 17:08:38,Mosaom,Karial,02/09/2013,13/02/2014,28,34,7
2016,Grooming,07/07/2016,J,AJ,1899-12-31 17:02:28,Lileib,Karial,02/09/2013,NA,NA,34,7
2019,Grooming,07/05/2019,J,Richard,1899-12-31 12:49:54,Ketsea,Karial,02/09/2013,31/01/2014,63,68,5
2017,Grooming,08/08/2017,J,Alice,1899-12-31 15:03:22,Okgaka,Karial,02/09/2013,09/02/2015,29,47,8
2019,Grooming,24/05/2019,J,Anna,1899-12-31 15:45:27,JKJKK,Karial,02/09/2013,15/10/2008,127,68,5
2019,Grooming,27/04/2019,J,Tess,1899-12-31 16:31:37,Clrale,Karial,02/09/2013,10/04/2015,48,67,4
2017,Grooming,09/08/2017,J,Christine,1899-12-31 15:22:55,Lileib,Karial,02/09/2013,NA,NA,47,8
2019,Grooming,30/04/2019,J,Anna,1899-12-31 10:13:28,Clrale,Karial,02/09/2013,10/04/2015,48,67,4
2019,Grooming,11/06/2019,J,Anna,1899-12-31 09:06:15,JKJKK,Karial,02/09/2013,15/10/2008,127,69,6
2019,Grooming,27/05/2019,J,Jules,1899-12-31 14:23:10,Okgaka,Karial,02/09/2013,09/02/2015,51,68,5
2019,Grooming,01/05/2019,J,Richard,1899-12-31 09:35:39,JKJKK,Karial,02/09/2013,15/10/2008,126,67,5
2017,Grooming,20/08/2017,J,Katie,1899-12-31 17:30:45,Clrale,Karial,02/09/2013,10/04/2015,28,47,8
2018,Grooming,20/10/2018,J,Chloe,1899-12-31 08:20:10,Setier,Karial,02/09/2013,14/12/2012,70,61,10
2019,Grooming,17/07/2019,J,Anna,1899-12-31 17:43:29,Joceoy,Karial,02/09/2013,25/01/2011,101,70,7
2019,Grooming,25/06/2019,J,Rachel,1899-12-31 18:01:54,Vigair,Karial,02/09/2013,14/11/2012,79,69,6
2018,Grooming,22/10/2018,J,Jules,1899-12-31 16:17:55,Vigair,Karial,02/09/2013,14/11/2012,71,61,10
2017,Grooming,04/08/2017,J,Axelle,1899-12-31 11:03:49,Clrale,Karial,02/09/2013,10/04/2015,27,47,8
2018,Grooming,21/09/2018,J,Jules,1899-12-31 14:03:52,Clrale,Karial,02/09/2013,10/04/2015,41,60,9
2016,Grooming,05/07/2016,J,AJ,1899-12-31 13:12:53,Auenus,Karial,02/09/2013,06/12/2010,66,34,7
2018,Grooming,17/09/2018,J,Vittoria,1899-12-31 18:01:32,Isrosh,Karial,02/09/2013,07/10/2015,35,60,9
2016,Grooming,25/07/2016,J,Zoe,1899-12-31 15:32:28,Auenus,Karial,02/09/2013,06/12/2010,67,34,7
2018,Grooming,06/11/2018,J,Jules,1899-12-31 16:56:33,Harear,Karial,02/09/2013,NA,NA,62,11
2019,Grooming,30/04/2019,J,Anna,1899-12-31 12:58:57,JKJKK,Karial,02/09/2013,15/10/2008,126,67,4
2016,Grooming,01/08/2016,J,AJ,1899-12-31 14:39:49,Clrale,Karial,02/09/2013,10/04/2015,15,34,8
2016,Grooming,18/07/2016,J,Dylan,1899-12-31 13:35:13,Pietik,Karial,02/09/2013,09/12/2014,19,34,7
2016,Grooming,21/07/2016,J,Elly,1899-12-31 15:01:38,Pietik,Karial,02/09/2013,09/12/2014,19,34,7
2018,Grooming,23/10/2018,J,Charlotte,1899-12-31 10:27:17,Okgaka,Karial,02/09/2013,09/02/2015,44,61,10
2018,Grooming,30/11/2018,J,Jules,1899-12-31 16:45:37,Ishash,Karial,02/09/2013,16/07/2017,16,62,11
2014,Grooming,28/04/2014,J,Alice,1899-12-31 10:38:00,Lileib,Karial,02/09/2013,NA,NA,7,4
2017,Grooming,20/08/2017,J,AJ,1899-12-31 08:40:42,Lileib,Karial,02/09/2013,NA,NA,47,8
2017,Grooming,21/07/2017,J,Katie,1899-12-31 09:53:51,Okgaka,Karial,02/09/2013,09/02/2015,29,46,7
2017,Grooming,21/07/2017,J,Alice,1899-12-31 14:12:00,JKJKK,Karial,02/09/2013,15/10/2008,105,46,7
2016,Grooming,04/07/2016,J,Dylan,1899-12-31 17:15:54,Clrale,Karial,02/09/2013,10/04/2015,14,34,7
2019,Grooming,19/07/2019,J,Richard,1899-12-31 18:39:03,JKJKK,Karial,02/09/2013,15/10/2008,129,70,7
2017,Grooming,12/08/2017,J,AJ,1899-12-31 09:53:08,Okgaka,Karial,02/09/2013,09/02/2015,30,47,8
2016,Grooming,05/07/2016,J,AJ,1899-12-31 13:14:51,Clrale,Karial,02/09/2013,10/04/2015,14,34,7
2017,Grooming,27/07/2017,J,AJ,1899-12-31 11:43:01,Clrale,Karial,02/09/2013,10/04/2015,27,46,7
2014,Grooming,10/06/2014,J,Agata,1899-12-31 12:40:43,Lileib,Karial,02/09/2013,NA,NA,9,6
2016,Grooming,31/07/2016,J,AJ,1899-12-31 10:09:40,Lileib,Karial,02/09/2013,NA,NA,34,7
2019,Grooming,22/06/2019,J,Richard,1899-12-31 17:59:02,Scpfch,Karial,02/09/2013,25/10/2011,91,69,6
2016,Grooming,08/08/2016,J,AJ,1899-12-31 07:45:59,JKJKK,Karial,02/09/2013,15/10/2008,93,35,8
2016,Grooming,10/08/2016,J,Dylan,1899-12-31 07:11:12,Okgoka,Karial,02/09/2013,05/09/2005,131,35,8
2019,Grooming,28/04/2019,J,Anna,1899-12-31 18:33:45,Okgaka,Karial,02/09/2013,09/02/2015,50,67,4
2019,Grooming,28/04/2019,J,Jules,1899-12-31 13:13:23,Ishash,Karial,02/09/2013,16/07/2017,21,67,4
2014,Grooming,25/06/2014,J,Alice,1899-12-31 14:06:36,Lileib,Karial,02/09/2013,NA,NA,9,6
2018,Grooming,28/09/2018,J,Chloe,1899-12-31 11:16:54,Yadeao,Karial,02/09/2013,NA,NA,60,9
2018,Grooming,30/11/2018,J,Charlotte,1899-12-31 18:30:06,JKJKK,Karial,02/09/2013,15/10/2008,121,62,11
2016,Grooming,04/08/2016,J,Sarah,1899-12-31 07:47:39,Lileib,Karial,02/09/2013,NA,NA,35,8
2018,Grooming,14/10/2018,J,Charlotte,1899-12-31 16:13:52,Ludaua,Karial,02/09/2013,30/11/2013,58,61,10
2017,Grooming,19/08/2017,J,Christine,1899-12-31 07:26:39,Lileib,Karial,02/09/2013,NA,NA,47,8
2016,Grooming,02/08/2016,J,Dylan,1899-12-31 17:05:20,JKJKK,Karial,02/09/2013,15/10/2008,93,34,8
2019,Grooming,19/07/2019,J,Richard,1899-12-31 14:53:26,Ishash,Karial,02/09/2013,16/07/2017,24,70,7
2019,Grooming,30/05/2019,J,Jules,1899-12-31 11:57:11,JKJKK,Karial,02/09/2013,15/10/2008,127,68,5
2017,Grooming,22/06/2017,J,Axelle,1899-12-31 11:21:33,Auenus,Karial,02/09/2013,06/12/2010,78,45,6
2019,Grooming,01/05/2019,J,Anna,1899-12-31 17:37:58,Vigair,Karial,02/09/2013,14/11/2012,77,67,5
2014,Grooming,11/07/2014,J,Alice,1899-12-31 10:26:29,Lileib,Karial,02/09/2013,NA,NA,10,7
2016,Grooming,22/07/2016,J,Molly,1899-12-31 12:46:49,Ludaua,Karial,02/09/2013,30/11/2013,31,34,7
2016,Grooming,08/08/2016,J,AJ,1899-12-31 16:17:13,Lileib,Karial,02/09/2013,NA,NA,35,8
2017,Grooming,20/08/2017,J,AJ,1899-12-31 09:08:48,JKJKK,Karial,02/09/2013,15/10/2008,106,47,8
2018,Grooming,07/12/2018,J,Charlotte,1899-12-31 18:25:39,Okgaka,Karial,02/09/2013,09/02/2015,45,63,12
2019,Grooming,16/05/2019,J,Jules,1899-12-31 11:44:30,JKJKK,Karial,02/09/2013,15/10/2008,126,68,5
2017,Grooming,23/07/2017,J,Christine,1899-12-31 14:35:27,JKJKK,Karial,02/09/2013,15/10/2008,105,46,7
2017,Grooming,27/07/2017,J,AJ,1899-12-31 11:48:45,JKJKK,Karial,02/09/2013,15/10/2008,105,46,7
2018,Grooming,16/09/2018,J,Vittoria,1899-12-31 11:37:26,Ludaua,Karial,02/09/2013,30/11/2013,57,60,9
2018,Grooming,08/12/2018,J,Charlotte,1899-12-31 14:35:01,Auenus,Karial,02/09/2013,06/12/2010,96,63,12
2016,Grooming,30/07/2016,J,AJ,1899-12-31 12:38:00,Lileib,Karial,02/09/2013,NA,NA,34,7
2017,Grooming,22/06/2017,J,Alice,1899-12-31 12:57:30,JKJKK,Karial,02/09/2013,15/10/2008,104,45,6
2018,Grooming,28/09/2018,J,Nick,1899-12-31 11:16:19,Yadeao,Karial,02/09/2013,NA,NA,60,9
2019,Grooming,21/04/2019,J,Harrison,1899-12-31 13:49:47,Joceoy,Karial,02/09/2013,25/01/2011,98,67,4
2018,Grooming,14/10/2018,J,Remi,1899-12-31 10:37:59,Setier,Karial,02/09/2013,14/12/2012,69,61,10
2017,Grooming,22/06/2017,J,Alice,1899-12-31 09:43:42,JKJKK,Karial,02/09/2013,15/10/2008,104,45,6
2017,Grooming,22/07/2017,J,Debbie,1899-12-31 14:00:02,Frwnre,Karial,02/09/2013,23/06/2006,132,46,7
2016,Grooming,06/07/2016,J,Elly,1899-12-31 16:56:08,JKJKK,Karial,02/09/2013,15/10/2008,92,34,7
2016,Grooming,30/07/2016,J,AJ,1899-12-31 15:48:31,Lileib,Karial,02/09/2013,NA,NA,34,7
2017,Grooming,27/07/2017,J,Alice,1899-12-31 13:10:31,JKJKK,Karial,02/09/2013,15/10/2008,105,46,7
2019,Grooming,02/05/2019,J,Richard,1899-12-31 12:39:08,Scpfch,Karial,02/09/2013,25/10/2011,90,67,5
2018,Grooming,28/09/2018,J,Nick,1899-12-31 09:08:32,Clrale,Karial,02/09/2013,10/04/2015,41,60,9
2017,Grooming,05/08/2017,J,Alice,1899-12-31 10:53:27,Frwnre,Kaguas,10/07/2017,23/06/2006,133,0,8
2018,Grooming,10/11/2018,J,Charlotte,1899-12-31 08:14:23,Frwnre,Kaguas,10/07/2017,23/06/2006,148,16,11
2018,Grooming,02/11/2018,J,Vittoria,1899-12-31 08:39:46,Frwnre,Kaguas,10/07/2017,23/06/2006,148,15,11
2019,Grooming,24/06/2019,J,Tess,1899-12-31 17:45:56,Frwnre,Kaguas,10/07/2017,23/06/2006,156,23,6
2019,Grooming,03/05/2019,J,Tess,1899-12-31 15:26:36,Frwnre,Kaguas,10/07/2017,23/06/2006,154,21,5
2018,Grooming,10/12/2018,J,Jules,1899-12-31 07:02:45,Frwnre,Kaguas,10/07/2017,23/06/2006,149,17,12
2019,Grooming,03/05/2019,J,Jules,1899-12-31 16:18:46,Frwnre,Kaguas,10/07/2017,23/06/2006,154,21,5
2019,Grooming,19/07/2019,J,Richard,1899-12-31 14:16:03,Frwnre,Kaguas,10/07/2017,23/06/2006,156,24,7
2019,Grooming,25/04/2019,J,Jules,1899-12-31 09:54:31,Frwnre,Kaguas,10/07/2017,23/06/2006,154,21,4
2018,Grooming,30/11/2018,J,Jules,1899-12-31 17:29:56,Frwnre,Kaguas,10/07/2017,23/06/2006,149,16,11
2017,Grooming,08/08/2017,J,Alice,1899-12-31 15:03:39,Frwnre,Kaguas,10/07/2017,23/06/2006,133,0,8
2018,Grooming,24/10/2018,J,Charlotte,1899-12-31 16:03:00,Frwnre,Kaguas,10/07/2017,23/06/2006,148,15,10
2017,Grooming,06/08/2017,J,Axelle,1899-12-31 16:15:48,Clrale,Kaguas,10/07/2017,10/04/2015,27,0,8
2019,Grooming,27/05/2019,J,Anna,1899-12-31 12:12:26,Frwnre,Kaguas,10/07/2017,23/06/2006,155,22,5
2019,Grooming,15/07/2019,J,Harrison,1899-12-31 16:52:01,Clrale,Kaguas,10/07/2017,10/04/2015,51,24,7
2017,Grooming,07/08/2017,J,Katie,1899-12-31 15:55:49,Frwnre,Kaguas,10/07/2017,23/06/2006,133,0,8
2017,Grooming,20/08/2017,J,AJ,1899-12-31 06:33:57,Frwnre,Kaguas,10/07/2017,23/06/2006,133,1,8
2019,Grooming,25/04/2019,J,Richard,1899-12-31 12:45:50,Caviap,Kaguas,10/07/2017,05/04/2017,24,21,4
2019,Grooming,10/05/2019,J,Richard,1899-12-31 15:36:43,Caviap,Kaguas,10/07/2017,05/04/2017,25,21,5
2017,Grooming,17/08/2017,J,Katie,1899-12-31 15:07:27,Frwnre,Kaguas,10/07/2017,23/06/2006,133,1,8
2018,Grooming,07/12/2018,J,Charlotte,1899-12-31 19:10:50,Frwnre,Kaguas,10/07/2017,23/06/2006,149,16,12
2019,Grooming,14/05/2019,J,Tess,1899-12-31 13:59:14,Frwnre,Kaguas,10/07/2017,23/06/2006,154,22,5
2019,Grooming,18/04/2019,J,Jules,1899-12-31 11:04:47,Frwnre,Kaguas,10/07/2017,23/06/2006,153,21,4
2019,Grooming,30/04/2019,J,Anna,1899-12-31 10:18:05,Frwnre,Kaguas,10/07/2017,23/06/2006,154,21,4
2017,Grooming,30/07/2017,J,AJ,1899-12-31 16:50:06,Frwnre,Kaguas,10/07/2017,23/06/2006,133,0,7
2019,Grooming,07/06/2019,J,Ndapandula,1899-12-31 15:58:08,Frwnre,Kaguas,10/07/2017,23/06/2006,155,22,6
2019,Grooming,18/04/2019,J,Jules,1899-12-31 15:39:52,Okgaka,Kaguas,10/07/2017,09/02/2015,50,21,4
2019,Grooming,24/06/2019,J,Harrison,1899-12-31 11:25:54,Frwnre,Kaguas,10/07/2017,23/06/2006,156,23,6
2017,Grooming,20/08/2017,J,AJ,1899-12-31 10:49:30,Frwnre,Kaguas,10/07/2017,23/06/2006,133,1,8
2018,Grooming,11/11/2018,J,Remi,1899-12-31 14:47:14,Ishash,Kaguas,10/07/2017,16/07/2017,15,16,11
2017,Grooming,27/07/2017,J,Alice,1899-12-31 12:28:18,Frwnre,Kaguas,10/07/2017,23/06/2006,133,0,7
2019,Grooming,21/06/2019,J,Tess,1899-12-31 11:27:01,Frwnre,Kaguas,10/07/2017,23/06/2006,155,23,6
2018,Grooming,01/12/2018,J,Charlotte,1899-12-31 15:16:17,Okgaka,Kaguas,10/07/2017,09/02/2015,45,16,12
2019,Grooming,24/07/2019,J,Jules,1899-12-31 16:24:32,Frwnre,Kaguas,10/07/2017,23/06/2006,157,24,7
2019,Grooming,05/05/2019,J,Tess,1899-12-31 13:56:30,Frwnre,Kaguas,10/07/2017,23/06/2006,154,21,5
2019,Grooming,24/06/2019,J,Harrison,1899-12-31 12:28:39,Frwnre,Kaguas,10/07/2017,23/06/2006,156,23,6
2019,Grooming,17/07/2019,J,Anna,1899-12-31 17:53:04,Sesseu,Kaguas,10/07/2017,15/09/2015,46,24,7
2018,Grooming,10/11/2018,J,Charlotte,1899-12-31 16:44:13,Frwnre,Kaguas,10/07/2017,23/06/2006,148,16,11
2019,Grooming,25/06/2019,J,Harrison,1899-12-31 17:35:14,Frwnre,Kaguas,10/07/2017,23/06/2006,156,23,6
2019,Grooming,16/07/2019,J,Tess,1899-12-31 12:54:23,Frwnre,Kaguas,10/07/2017,23/06/2006,156,24,7
2019,Grooming,11/07/2019,J,Jules,1899-12-31 14:02:20,Ishash,Kaguas,10/07/2017,16/07/2017,23,24,7
2019,Grooming,20/04/2019,J,Richard,1899-12-31 11:47:39,Kisain,Kaguas,10/07/2017,NA,NA,21,4
2019,Grooming,17/07/2019,J,Rachel,1899-12-31 09:24:18,Frwnre,Kaguas,10/07/2017,23/06/2006,156,24,7
2017,Grooming,20/08/2017,J,Katie,1899-12-31 08:04:12,Frwnre,Kaguas,10/07/2017,23/06/2006,133,1,8
2018,Grooming,26/10/2018,J,Chloe,1899-12-31 09:12:09,Frwnre,Kaguas,10/07/2017,23/06/2006,148,15,10
2017,Grooming,15/07/2017,J,Alice,1899-12-31 12:58:14,Frwnre,Kaguas,10/07/2017,23/06/2006,132,0,7
2019,Grooming,24/04/2019,J,Jules,1899-12-31 16:39:53,Frwnre,Kaguas,10/07/2017,23/06/2006,154,21,4
2017,Grooming,20/08/2017,J,AJ,1899-12-31 11:00:16,Clrale,Kaguas,10/07/2017,10/04/2015,28,1,8
2019,Grooming,20/07/2019,J,Anna,1899-12-31 15:48:49,Frwnre,Kaguas,10/07/2017,23/06/2006,156,24,7
2019,Grooming,18/04/2019,J,Jules,1899-12-31 12:59:48,Frwnre,Kaguas,10/07/2017,23/06/2006,153,21,4
2019,Grooming,11/07/2019,J,Jules,1899-12-31 12:38:20,Frwnre,Kaguas,10/07/2017,23/06/2006,156,24,7
2019,Grooming,09/05/2019,J,Anna,1899-12-31 10:41:10,Frwnre,Kaguas,10/07/2017,23/06/2006,154,21,5
2017,Grooming,11/07/2017,J,AJ,1899-12-31 12:14:21,Clrale,Kaguas,10/07/2017,10/04/2015,27,0,7
2019,Grooming,25/05/2019,J,Ndapandula,1899-12-31 10:00:39,Frwnre,Kaguas,10/07/2017,23/06/2006,155,22,5
2019,Grooming,19/04/2019,J,Anna,1899-12-31 12:28:47,Frwnre,Kaguas,10/07/2017,23/06/2006,153,21,4
2019,Grooming,05/05/2019,J,Richard,1899-12-31 09:58:15,Caviap,Kaguas,10/07/2017,05/04/2017,24,21,5
2018,Grooming,10/12/2018,J,Jules,1899-12-31 10:20:36,Frwnre,Kaguas,10/07/2017,23/06/2006,149,17,12
2016,Grooming,12/07/2016,J,Zoe,1899-12-31 09:46:28,Priare,Ketsea,31/01/2014,NA,NA,29,7
2017,Grooming,10/07/2017,J,Axelle,1899-12-31 12:51:37,Brlera,Ketsea,31/01/2014,NA,NA,41,7
2017,Grooming,29/07/2017,J,Alice,1899-12-31 11:05:39,Brlera,Ketsea,31/01/2014,NA,NA,41,7
2018,Grooming,18/09/2018,J,Nick,1899-12-31 13:13:05,Amlimb,Ketsea,31/01/2014,23/07/2014,49,55,9
2014,Grooming,22/06/2014,J,Miquel,1899-12-31 16:07:43,Kisain,Ketsea,31/01/2014,NA,NA,4,6
2019,Grooming,25/04/2019,J,Richard,1899-12-31 13:00:01,Xenaen,Ketsea,31/01/2014,17/10/2014,54,62,4
2014,Grooming,16/06/2014,J,Miquel,1899-12-31 13:13:39,Harear,Ketsea,31/01/2014,NA,NA,4,6
2018,Grooming,21/09/2018,J,Jules,1899-12-31 17:24:28,Takaan,Ketsea,31/01/2014,30/03/2015,41,55,9
2017,Grooming,17/08/2017,J,Debbie,1899-12-31 10:00:18,Yadeao,Ketsea,31/01/2014,NA,NA,42,8
2019,Grooming,19/07/2019,J,Richard,1899-12-31 17:38:57,Scpica,Ketsea,31/01/2014,NA,NA,65,7
2016,Grooming,07/08/2016,J,AJ,1899-12-31 12:06:32,Brlera,Ketsea,31/01/2014,NA,NA,30,8
2017,Grooming,12/08/2017,J,Katie,1899-12-31 10:57:14,Scpica,Ketsea,31/01/2014,NA,NA,42,8
2019,Grooming,22/06/2019,J,Richard,1899-12-31 16:58:12,Brlera,Ketsea,31/01/2014,NA,NA,64,6
2016,Grooming,08/08/2016,J,Zoe,1899-12-31 09:21:50,Brlera,Ketsea,31/01/2014,NA,NA,30,8
2019,Grooming,10/05/2019,J,Anna,1899-12-31 15:57:47,Brlera,Ketsea,31/01/2014,NA,NA,63,5
2016,Grooming,07/07/2016,J,AJ,1899-12-31 16:59:48,Kisain,Ketsea,31/01/2014,NA,NA,29,7
2017,Grooming,30/07/2017,J,Katie,1899-12-31 16:54:32,Yadeao,Ketsea,31/01/2014,NA,NA,41,7
2017,Grooming,15/08/2017,J,Alice,1899-12-31 13:28:19,Brlera,Ketsea,31/01/2014,NA,NA,42,8
2016,Grooming,17/08/2016,J,Dylan,1899-12-31 09:38:43,Pietik,Ketsea,31/01/2014,09/12/2014,20,30,8
2016,Grooming,20/08/2016,J,Dylan,1899-12-31 06:23:41,Xenaen,Ketsea,31/01/2014,17/10/2014,22,30,8
2014,Grooming,05/07/2014,J,Miquel,1899-12-31 10:54:46,Doleoy,Ketsea,31/01/2014,01/06/2011,37,5,7
2019,Grooming,04/05/2019,J,Richard,1899-12-31 15:55:17,Mzzuzu,Ketsea,31/01/2014,15/05/2017,23,63,5
2018,Grooming,29/09/2018,J,Alice,1899-12-31 17:28:44,Brlera,Ketsea,31/01/2014,NA,NA,55,9
2019,Grooming,22/06/2019,J,Richard,1899-12-31 09:24:30,Doleoy,Ketsea,31/01/2014,01/06/2011,96,64,6
2019,Grooming,22/06/2019,J,Ndapandula,1899-12-31 17:39:46,Doleoy,Ketsea,31/01/2014,01/06/2011,96,64,6
2016,Grooming,20/08/2016,J,Dylan,1899-12-31 06:23:47,Priare,Ketsea,31/01/2014,NA,NA,30,8
2017,Grooming,31/07/2017,J,AJ,1899-12-31 07:21:59,Toenol,Ketsea,31/01/2014,05/08/2011,71,41,7
2017,Grooming,13/08/2017,J,AJ,1899-12-31 11:45:48,Brlera,Ketsea,31/01/2014,NA,NA,42,8
2018,Grooming,24/10/2018,J,Remi,1899-12-31 06:25:34,Joceoy,Ketsea,31/01/2014,25/01/2011,92,56,10
2019,Grooming,14/05/2019,J,Tess,1899-12-31 16:54:24,Mosaom,Ketsea,31/01/2014,13/02/2014,62,63,5
2017,Grooming,13/08/2017,J,Alice,1899-12-31 10:09:37,Pietik,Ketsea,31/01/2014,09/12/2014,32,42,8
2018,Grooming,29/09/2018,J,Alice,1899-12-31 12:38:33,Xenaen,Ketsea,31/01/2014,17/10/2014,47,55,9
2018,Grooming,19/10/2018,J,Jules,1899-12-31 08:31:38,Okgaka,Ketsea,31/01/2014,09/02/2015,44,56,10
2014,Grooming,05/07/2014,J,Miquel,1899-12-31 13:49:39,Brlera,Ketsea,31/01/2014,NA,NA,5,7
2017,Grooming,12/08/2017,J,Katie,1899-12-31 09:52:03,Yadeao,Ketsea,31/01/2014,NA,NA,42,8
2016,Grooming,13/08/2016,J,AJ,1899-12-31 07:22:01,Takaan,Ketsea,31/01/2014,30/03/2015,16,30,8
2019,Grooming,10/05/2019,J,Jules,1899-12-31 17:13:26,Clrale,Ketsea,31/01/2014,10/04/2015,48,63,5
2018,Grooming,17/09/2018,J,Vittoria,1899-12-31 12:54:18,Doleoy,Ketsea,31/01/2014,01/06/2011,87,55,9
2018,Grooming,13/09/2018,J,Nick,1899-12-31 12:12:01,Karial,Ketsea,31/01/2014,02/09/2013,60,55,9
2016,Grooming,01/08/2016,J,AJ,1899-12-31 07:29:32,Takaan,Ketsea,31/01/2014,30/03/2015,16,29,8
2018,Grooming,12/10/2018,J,Jules,1899-12-31 11:25:54,Ethato,Ketsea,31/01/2014,15/12/2015,33,56,10
2017,Grooming,01/08/2017,J,AJ,1899-12-31 09:18:40,Brlera,Ketsea,31/01/2014,NA,NA,41,8
2018,Grooming,20/09/2018,J,Jules,1899-12-31 14:53:29,Okgaka,Ketsea,31/01/2014,09/02/2015,43,55,9
2016,Grooming,10/08/2016,J,Sarah,1899-12-31 12:59:55,Kalaam,Ketsea,31/01/2014,NA,NA,30,8
2017,Grooming,18/06/2017,J,AJ,1899-12-31 07:28:00,Joceoy,Ketsea,31/01/2014,25/01/2011,76,40,6
2019,Grooming,24/06/2019,J,Harrison,1899-12-31 12:30:03,Chbeho,Ketsea,31/01/2014,02/10/2016,32,64,6
2016,Grooming,10/08/2016,J,AJ,1899-12-31 14:23:34,Takaan,Ketsea,31/01/2014,30/03/2015,16,30,8
2017,Grooming,26/06/2017,J,AJ,1899-12-31 14:28:41,Brlera,Ketsea,31/01/2014,NA,NA,40,6
2016,Grooming,14/08/2016,J,Claudia,1899-12-31 16:51:06,Pietik,Ketsea,31/01/2014,09/12/2014,20,30,8
2017,Grooming,24/08/2017,J,Axelle,1899-12-31 10:37:03,Takaan,Ketsea,31/01/2014,30/03/2015,28,42,8
2016,Grooming,10/08/2016,J,Dylan,1899-12-31 15:26:20,Pietik,Ketsea,31/01/2014,09/12/2014,20,30,8
2014,Grooming,09/06/2014,J,Alice,1899-12-31 12:56:59,Brlera,Ketsea,31/01/2014,NA,NA,4,6
